"age","education","default","balance","housing","contact","month","duration","campaign","TermDeposit"
35,"tertiary","no",43,"no","cellular","aug",917,4,"yes"
29,"secondary","no",1,"no","telephone","jul",372,1,"no"
33,"secondary","no",164,"yes","unknown","may",461,1,"no"
33,"secondary","no",14,"yes","unknown","may",188,1,"no"
34,"tertiary","no",703,"yes","cellular","apr",342,1,"yes"
34,"secondary","no",1226,"yes","cellular","apr",86,1,"no"
36,"secondary","no",325,"no","cellular","apr",119,2,"no"
31,"tertiary","no",6525,"yes","cellular","jul",169,1,"no"
31,"tertiary","no",0,"yes","cellular","jul",1037,24,"no"
47,"tertiary","no",0,"no","cellular","nov",18,6,"no"
48,"secondary","no",0,"no","cellular","jul",431,2,"yes"
50,"primary","no",2190,"no","unknown","jun",269,1,"no"
73,"secondary","no",683,"no","telephone","aug",181,1,"no"
39,"secondary","no",266,"no","cellular","may",102,2,"no"
46,"tertiary","no",593,"yes","cellular","jan",190,3,"no"
57,"secondary","no",3071,"yes","cellular","may",63,3,"no"
40,"primary","no",0,"yes","cellular","jul",1080,4,"yes"
42,"secondary","no",-43,"yes","unknown","may",363,3,"no"
31,"secondary","no",6,"no","cellular","jun",121,4,"yes"
37,"secondary","no",-196,"yes","unknown","may",207,1,"no"
49,"tertiary","no",306,"yes","cellular","aug",285,7,"no"
52,"secondary","no",172,"yes","cellular","aug",75,2,"no"
31,"unknown","no",643,"no","cellular","feb",82,4,"no"
35,"secondary","no",1476,"no","unknown","jun",209,12,"no"
46,"secondary","no",0,"yes","telephone","jul",181,2,"no"
33,"tertiary","no",2,"no","cellular","jan",132,2,"no"
37,"tertiary","no",58,"yes","unknown","may",98,2,"no"
49,"secondary","no",181,"yes","unknown","may",230,8,"no"
55,"secondary","no",1938,"no","cellular","aug",193,1,"yes"
25,"secondary","no",101,"no","cellular","jul",460,3,"yes"
31,"secondary","yes",-158,"yes","cellular","nov",214,2,"no"
54,"secondary","no",814,"yes","unknown","may",95,1,"no"
50,"tertiary","no",1174,"yes","cellular","may",128,2,"no"
28,"tertiary","no",1720,"no","cellular","sep",230,1,"yes"
41,"secondary","no",-459,"yes","cellular","jul",162,2,"no"
27,"unknown","no",1029,"yes","unknown","jun",71,2,"no"
44,"primary","no",-92,"no","cellular","jul",526,5,"no"
34,"secondary","no",1174,"no","cellular","aug",136,17,"no"
44,"tertiary","no",38,"no","cellular","aug",98,5,"no"
38,"tertiary","no",4325,"yes","unknown","may",87,1,"no"
32,"secondary","no",-1,"no","cellular","jul",228,2,"no"
33,"tertiary","no",1504,"no","cellular","aug",61,2,"no"
31,"secondary","no",2066,"no","cellular","aug",162,2,"no"
53,"tertiary","no",3177,"no","cellular","aug",92,2,"no"
47,"secondary","no",894,"yes","cellular","jul",105,1,"no"
30,"tertiary","no",82,"no","cellular","feb",48,3,"no"
31,"secondary","no",1016,"yes","unknown","jun",9,5,"no"
39,"tertiary","no",307,"no","cellular","may",182,2,"yes"
51,"tertiary","no",2814,"no","cellular","feb",178,1,"no"
53,"secondary","no",0,"yes","telephone","jul",311,27,"no"
57,"secondary","no",573,"yes","cellular","may",105,2,"no"
38,"tertiary","no",881,"no","unknown","jun",79,2,"no"
22,"secondary","no",2162,"no","telephone","feb",168,1,"no"
32,"secondary","no",449,"no","cellular","jul",106,3,"no"
41,"tertiary","yes",-68,"yes","cellular","aug",463,22,"no"
46,"secondary","no",519,"yes","cellular","aug",217,6,"no"
31,"secondary","no",304,"no","cellular","feb",133,2,"no"
43,"primary","no",0,"no","cellular","nov",836,1,"no"
34,"secondary","no",563,"no","cellular","feb",150,2,"no"
57,"unknown","no",4148,"no","unknown","jun",340,3,"no"
27,"tertiary","no",350,"no","unknown","may",24,1,"no"
55,"secondary","no",602,"no","cellular","sep",350,1,"yes"
55,"secondary","no",361,"yes","cellular","nov",292,2,"no"
47,"secondary","no",79,"no","cellular","nov",136,5,"no"
43,"primary","no",18,"yes","unknown","may",192,3,"no"
31,"tertiary","no",37,"yes","unknown","may",313,1,"no"
47,"secondary","no",275,"no","cellular","aug",447,4,"no"
32,"tertiary","no",715,"no","cellular","aug",159,1,"no"
30,"secondary","no",151,"no","cellular","feb",276,2,"no"
51,"secondary","no",9228,"no","cellular","jul",655,4,"yes"
54,"secondary","no",-369,"no","cellular","jul",246,4,"no"
54,"secondary","no",465,"yes","cellular","nov",92,1,"no"
30,"tertiary","no",1050,"no","cellular","nov",58,2,"no"
41,"primary","no",17,"no","cellular","jul",117,3,"no"
43,"secondary","no",365,"yes","unknown","jun",406,2,"no"
55,"secondary","no",12159,"yes","cellular","nov",142,2,"no"
42,"secondary","no",0,"yes","cellular","may",74,3,"no"
35,"secondary","no",883,"yes","cellular","may",333,1,"no"
35,"secondary","no",410,"yes","cellular","nov",67,2,"no"
32,"primary","no",400,"no","cellular","oct",76,2,"no"
58,"secondary","yes",-146,"no","cellular","aug",192,8,"no"
37,"primary","no",655,"yes","cellular","aug",160,1,"no"
38,"primary","no",451,"yes","unknown","jun",128,3,"no"
60,"secondary","no",681,"no","cellular","jul",337,1,"no"
48,"secondary","no",51,"yes","cellular","feb",90,1,"no"
59,"primary","no",182,"no","cellular","apr",92,1,"no"
32,"secondary","no",3333,"no","cellular","aug",50,4,"no"
40,"tertiary","no",11766,"yes","cellular","apr",218,2,"yes"
30,"secondary","no",3286,"yes","cellular","apr",743,1,"yes"
49,"secondary","no",611,"yes","unknown","may",179,1,"no"
52,"secondary","no",335,"no","cellular","oct",411,1,"yes"
36,"secondary","no",229,"yes","cellular","jul",258,2,"no"
32,"secondary","no",79,"yes","cellular","aug",417,4,"no"
32,"secondary","no",-417,"no","unknown","may",25,5,"no"
54,"primary","no",6427,"yes","telephone","nov",53,1,"no"
46,"tertiary","no",460,"yes","unknown","may",1102,2,"yes"
39,"primary","no",-50,"yes","cellular","may",100,1,"no"
52,"primary","no",426,"no","cellular","jun",252,5,"no"
37,"primary","no",0,"no","unknown","jul",372,1,"no"
38,"tertiary","no",0,"no","cellular","aug",117,3,"no"
45,"tertiary","no",963,"yes","cellular","may",528,5,"yes"
56,"secondary","no",1956,"no","cellular","aug",126,2,"no"
49,"secondary","no",3394,"yes","unknown","jun",14,22,"no"
29,"secondary","no",291,"yes","unknown","jun",205,3,"no"
37,"secondary","no",42,"yes","cellular","may",107,3,"no"
32,"secondary","no",315,"yes","cellular","feb",280,2,"no"
49,"tertiary","no",1912,"yes","cellular","aug",380,4,"no"
41,"tertiary","no",3872,"no","cellular","oct",231,1,"no"
34,"tertiary","no",2657,"yes","cellular","aug",159,3,"no"
35,"tertiary","no",154,"no","cellular","jul",200,4,"yes"
55,"secondary","no",549,"no","cellular","aug",43,5,"no"
48,"tertiary","no",1167,"yes","cellular","jun",264,1,"yes"
47,"secondary","no",164,"no","unknown","may",212,1,"no"
46,"secondary","no",295,"yes","unknown","may",141,6,"no"
36,"tertiary","no",404,"no","unknown","jun",63,2,"no"
21,"secondary","yes",-59,"yes","unknown","jun",83,1,"no"
22,"secondary","no",330,"yes","cellular","may",105,1,"no"
33,"tertiary","no",870,"no","cellular","jul",545,3,"no"
60,"tertiary","no",161,"yes","cellular","jul",153,3,"no"
57,"tertiary","no",1660,"no","cellular","aug",642,1,"yes"
38,"primary","no",0,"no","cellular","jul",33,3,"no"
33,"secondary","no",427,"no","unknown","jun",12,1,"no"
56,"primary","no",802,"no","telephone","feb",258,2,"no"
39,"primary","no",694,"yes","cellular","nov",44,1,"no"
59,"secondary","no",12270,"no","cellular","nov",180,2,"no"
64,"primary","no",67,"no","telephone","dec",86,2,"no"
33,"tertiary","no",238,"no","cellular","aug",80,2,"no"
48,"primary","no",46,"no","cellular","aug",113,2,"yes"
36,"tertiary","no",994,"no","cellular","may",211,1,"yes"
34,"secondary","no",384,"yes","cellular","sep",127,2,"no"
37,"primary","no",120,"yes","cellular","may",80,4,"no"
46,"primary","no",274,"yes","unknown","may",20,1,"no"
40,"secondary","no",3944,"yes","unknown","jun",64,6,"no"
64,"unknown","no",2352,"no","cellular","may",153,2,"yes"
38,"primary","no",-21,"yes","cellular","jul",50,2,"no"
51,"unknown","no",37,"yes","unknown","may",256,6,"no"
80,"primary","no",1468,"no","cellular","jan",330,3,"yes"
52,"tertiary","no",437,"no","telephone","jun",137,3,"no"
42,"primary","no",530,"no","unknown","jun",850,8,"no"
35,"tertiary","yes",89,"no","unknown","may",166,3,"no"
38,"secondary","no",4392,"no","cellular","jul",32,2,"no"
54,"unknown","no",6251,"yes","unknown","may",421,3,"no"
30,"secondary","no",1487,"no","unknown","jun",207,3,"no"
43,"tertiary","no",210,"no","cellular","jul",646,2,"no"
50,"secondary","no",396,"no","unknown","jun",716,2,"yes"
20,"unknown","no",4137,"yes","telephone","apr",55,2,"no"
33,"secondary","no",327,"yes","unknown","may",109,1,"no"
51,"tertiary","no",307,"yes","unknown","may",206,2,"no"
36,"primary","no",95,"yes","unknown","may",255,2,"no"
44,"tertiary","no",1808,"yes","cellular","jul",127,1,"no"
31,"secondary","no",7634,"yes","unknown","jun",216,1,"no"
37,"secondary","no",194,"yes","unknown","may",566,7,"no"
31,"tertiary","no",197,"yes","cellular","feb",105,1,"no"
22,"secondary","no",722,"yes","cellular","apr",108,1,"no"
26,"tertiary","no",1643,"no","cellular","aug",243,1,"no"
30,"tertiary","no",1622,"no","cellular","nov",242,1,"no"
28,"secondary","no",1072,"yes","cellular","may",630,2,"no"
29,"secondary","no",795,"yes","cellular","jul",270,2,"no"
48,"tertiary","no",3842,"no","cellular","jun",215,2,"yes"
28,"tertiary","no",2253,"yes","unknown","jun",906,2,"no"
29,"secondary","no",923,"no","cellular","may",333,1,"no"
33,"tertiary","no",1412,"no","cellular","feb",433,2,"no"
39,"tertiary","no",1674,"no","cellular","may",12,10,"no"
32,"secondary","no",365,"yes","cellular","jan",210,3,"no"
41,"primary","no",548,"yes","cellular","feb",149,1,"no"
26,"secondary","no",-147,"no","unknown","jun",95,2,"no"
36,"secondary","no",0,"yes","unknown","may",578,2,"no"
58,"tertiary","no",264,"yes","cellular","jul",523,3,"no"
23,"secondary","no",4545,"no","cellular","sep",242,1,"no"
39,"tertiary","no",1007,"yes","cellular","jul",86,2,"no"
35,"tertiary","no",226,"no","unknown","may",322,5,"no"
38,"secondary","no",-212,"yes","unknown","may",78,2,"no"
32,"tertiary","no",392,"yes","cellular","nov",148,2,"no"
42,"secondary","no",-189,"yes","unknown","may",247,2,"no"
48,"unknown","no",131,"yes","unknown","may",189,1,"no"
36,"tertiary","no",530,"yes","cellular","may",239,2,"no"
56,"secondary","no",-199,"no","cellular","jul",428,2,"no"
47,"secondary","no",0,"no","cellular","jun",238,1,"no"
63,"secondary","no",-40,"no","cellular","apr",99,3,"no"
42,"primary","no",5310,"yes","cellular","may",545,2,"yes"
58,"secondary","no",3496,"yes","unknown","jun",111,4,"no"
58,"secondary","yes",-397,"no","cellular","aug",386,1,"no"
38,"unknown","no",722,"no","unknown","jun",65,1,"no"
59,"primary","no",96,"yes","unknown","may",123,1,"no"
55,"tertiary","no",505,"yes","unknown","may",135,2,"no"
38,"tertiary","no",797,"yes","unknown","jun",124,4,"no"
58,"secondary","no",1826,"yes","unknown","jun",47,3,"no"
38,"tertiary","no",-120,"yes","cellular","may",148,1,"no"
65,"tertiary","no",1153,"no","cellular","feb",224,1,"no"
33,"secondary","no",152,"yes","unknown","may",351,2,"no"
28,"tertiary","no",497,"yes","cellular","jul",1602,6,"yes"
38,"primary","no",338,"no","unknown","jun",219,2,"no"
39,"tertiary","no",1301,"no","cellular","aug",233,1,"no"
39,"secondary","no",254,"no","cellular","nov",292,3,"no"
33,"tertiary","no",1145,"yes","cellular","may",92,3,"no"
40,"tertiary","no",16,"no","cellular","feb",47,4,"no"
54,"tertiary","no",269,"yes","cellular","jul",81,3,"no"
30,"secondary","no",-754,"yes","unknown","may",974,1,"no"
33,"secondary","no",2279,"yes","telephone","may",123,3,"no"
43,"secondary","no",352,"no","cellular","jul",165,4,"no"
46,"secondary","no",1516,"no","cellular","aug",133,4,"no"
38,"secondary","no",0,"no","cellular","aug",65,4,"no"
37,"secondary","no",3665,"no","cellular","aug",664,3,"yes"
35,"tertiary","no",994,"no","cellular","apr",400,1,"yes"
54,"secondary","yes",5249,"yes","cellular","nov",108,1,"no"
46,"secondary","no",9077,"yes","cellular","apr",427,2,"no"
33,"secondary","no",1897,"yes","unknown","jun",197,1,"no"
58,"tertiary","no",183,"no","cellular","nov",167,5,"no"
51,"tertiary","no",5350,"yes","cellular","jul",612,4,"yes"
24,"tertiary","no",553,"yes","unknown","may",249,1,"no"
52,"tertiary","no",1147,"no","unknown","jun",43,1,"no"
45,"secondary","no",358,"yes","cellular","may",134,2,"no"
30,"secondary","no",411,"yes","cellular","apr",948,1,"no"
51,"secondary","no",3132,"no","telephone","nov",449,1,"no"
48,"tertiary","no",145,"yes","unknown","may",14,38,"no"
32,"secondary","no",298,"yes","cellular","feb",12,4,"no"
45,"secondary","no",171,"yes","cellular","aug",292,1,"no"
31,"secondary","no",-331,"yes","unknown","may",203,5,"no"
28,"secondary","no",2831,"yes","unknown","may",211,3,"no"
44,"primary","no",2467,"yes","unknown","may",36,1,"no"
51,"secondary","no",563,"yes","cellular","apr",23,6,"no"
36,"secondary","no",399,"yes","cellular","jul",139,1,"no"
37,"tertiary","no",400,"yes","unknown","jun",244,1,"no"
36,"tertiary","no",16430,"yes","cellular","nov",234,1,"no"
37,"secondary","no",5768,"yes","cellular","may",297,1,"no"
33,"secondary","yes",2,"no","unknown","may",74,4,"no"
35,"secondary","no",67,"no","unknown","may",60,6,"no"
57,"tertiary","no",437,"no","cellular","aug",435,5,"no"
58,"secondary","no",7495,"yes","unknown","may",325,1,"no"
31,"tertiary","no",86,"no","cellular","jan",100,1,"no"
37,"secondary","no",2260,"yes","unknown","may",370,3,"no"
37,"tertiary","no",115,"no","unknown","may",36,1,"no"
32,"tertiary","no",7290,"yes","cellular","may",357,1,"yes"
50,"tertiary","no",50,"yes","cellular","may",142,5,"no"
42,"unknown","no",1333,"yes","unknown","may",468,2,"no"
28,"secondary","no",390,"no","cellular","jul",475,2,"no"
33,"secondary","no",31,"no","cellular","aug",131,3,"no"
51,"tertiary","no",1988,"yes","cellular","jul",67,1,"no"
35,"tertiary","no",925,"no","cellular","jun",200,4,"yes"
33,"secondary","no",245,"yes","unknown","jun",140,3,"no"
48,"secondary","no",720,"yes","unknown","jun",277,2,"no"
42,"secondary","no",2980,"no","unknown","jun",101,3,"no"
52,"tertiary","no",1158,"no","cellular","aug",57,4,"no"
39,"secondary","no",-475,"yes","cellular","may",168,3,"no"
55,"tertiary","no",1598,"no","cellular","aug",607,4,"no"
54,"secondary","no",219,"yes","unknown","may",341,5,"no"
46,"primary","no",87,"no","unknown","may",78,1,"no"
52,"secondary","no",393,"yes","cellular","jan",446,1,"no"
32,"secondary","no",-119,"yes","cellular","may",231,1,"no"
51,"secondary","no",7225,"no","cellular","jul",301,2,"no"
29,"tertiary","no",137,"yes","unknown","may",1088,2,"no"
60,"tertiary","no",473,"no","cellular","jul",100,1,"no"
59,"unknown","no",0,"no","unknown","jun",242,2,"no"
30,"tertiary","no",156,"yes","unknown","jun",174,9,"no"
56,"primary","no",5041,"yes","unknown","may",158,1,"no"
35,"secondary","no",-639,"yes","cellular","may",427,1,"no"
28,"secondary","no",785,"yes","unknown","may",442,2,"yes"
54,"secondary","no",497,"yes","cellular","aug",150,4,"no"
47,"unknown","no",677,"no","cellular","aug",384,1,"no"
57,"tertiary","no",-40,"no","cellular","jul",88,1,"no"
68,"tertiary","no",2812,"no","cellular","aug",651,1,"yes"
34,"tertiary","no",-281,"no","cellular","aug",56,6,"no"
58,"secondary","no",-382,"no","telephone","feb",398,4,"no"
42,"secondary","no",947,"no","cellular","jul",158,2,"no"
34,"secondary","no",1007,"yes","cellular","jul",240,2,"no"
32,"secondary","no",2526,"yes","unknown","jun",25,8,"no"
37,"tertiary","no",115,"no","cellular","aug",78,2,"no"
31,"secondary","no",2544,"no","cellular","jan",229,1,"yes"
31,"tertiary","no",311,"no","cellular","aug",385,2,"no"
54,"tertiary","no",26306,"yes","cellular","feb",27,1,"no"
50,"tertiary","no",100,"yes","cellular","may",157,1,"no"
35,"secondary","no",1345,"yes","cellular","jul",135,1,"no"
26,"secondary","no",0,"yes","telephone","jul",157,4,"no"
45,"secondary","no",946,"yes","cellular","apr",754,3,"no"
30,"secondary","no",-280,"yes","cellular","apr",609,2,"no"
37,"secondary","no",54,"yes","cellular","jul",106,2,"no"
49,"tertiary","no",202,"yes","cellular","nov",139,1,"no"
51,"tertiary","no",730,"yes","unknown","nov",287,2,"no"
39,"tertiary","no",1222,"yes","cellular","feb",251,1,"no"
43,"tertiary","no",666,"no","cellular","aug",160,3,"no"
29,"tertiary","no",630,"no","cellular","aug",94,3,"no"
42,"secondary","no",-21,"no","unknown","jun",377,1,"no"
41,"secondary","no",636,"yes","cellular","nov",1055,1,"no"
53,"secondary","no",459,"no","cellular","oct",317,6,"no"
36,"secondary","no",0,"yes","cellular","may",113,1,"no"
48,"secondary","no",42,"yes","cellular","nov",92,1,"no"
39,"secondary","no",369,"no","cellular","nov",224,1,"no"
53,"tertiary","no",1770,"no","cellular","jan",147,1,"no"
44,"primary","no",764,"no","cellular","feb",224,1,"no"
35,"primary","no",1094,"yes","unknown","may",207,1,"no"
38,"secondary","no",769,"yes","unknown","jun",235,1,"no"
45,"secondary","no",-261,"yes","unknown","may",144,1,"no"
55,"secondary","no",0,"yes","unknown","may",309,2,"no"
59,"tertiary","no",2764,"no","cellular","feb",459,1,"no"
58,"primary","no",2538,"yes","cellular","nov",680,2,"yes"
51,"secondary","no",73,"no","cellular","jul",195,1,"no"
51,"primary","no",603,"yes","cellular","jul",853,2,"yes"
31,"tertiary","no",1073,"yes","telephone","jan",82,1,"no"
55,"unknown","no",3122,"no","cellular","jul",349,1,"yes"
36,"tertiary","no",408,"no","unknown","jun",112,3,"no"
37,"secondary","no",163,"no","cellular","aug",9,24,"no"
39,"primary","no",694,"yes","cellular","nov",91,1,"no"
41,"secondary","no",2498,"no","cellular","aug",411,1,"yes"
32,"primary","no",2,"yes","cellular","apr",180,3,"no"
42,"primary","no",550,"yes","cellular","apr",76,6,"no"
41,"tertiary","no",298,"no","cellular","mar",209,2,"no"
35,"secondary","no",1501,"yes","cellular","may",26,1,"no"
43,"primary","no",177,"no","cellular","feb",124,1,"no"
34,"secondary","no",-32,"no","cellular","aug",89,3,"no"
39,"secondary","no",-185,"yes","unknown","may",189,3,"no"
49,"tertiary","yes",-24,"no","cellular","nov",132,3,"no"
38,"secondary","no",187,"no","telephone","feb",66,21,"no"
33,"secondary","no",315,"yes","cellular","may",888,3,"yes"
51,"tertiary","no",-227,"yes","cellular","may",404,1,"no"
29,"tertiary","no",307,"yes","cellular","jun",690,1,"yes"
41,"primary","no",740,"yes","unknown","may",134,3,"no"
25,"secondary","no",286,"yes","cellular","may",663,2,"no"
22,"secondary","no",123,"no","telephone","may",267,2,"no"
34,"tertiary","no",528,"yes","cellular","apr",233,2,"no"
56,"tertiary","no",66721,"no","cellular","aug",442,2,"no"
30,"tertiary","no",-218,"yes","cellular","aug",13,15,"no"
50,"primary","no",106,"no","cellular","aug",460,2,"no"
30,"secondary","no",341,"no","unknown","feb",20,1,"no"
34,"secondary","no",5934,"yes","cellular","jul",82,7,"no"
27,"unknown","no",811,"yes","unknown","may",591,2,"no"
63,"tertiary","no",70,"no","cellular","jul",82,2,"no"
43,"secondary","no",85,"yes","cellular","apr",42,3,"no"
49,"secondary","no",30,"yes","unknown","may",135,4,"no"
31,"tertiary","no",0,"no","cellular","aug",120,6,"no"
35,"primary","no",739,"yes","cellular","feb",605,1,"no"
37,"secondary","no",807,"yes","cellular","nov",634,4,"no"
32,"secondary","no",1402,"yes","cellular","may",343,3,"no"
30,"secondary","no",0,"yes","telephone","jul",40,5,"no"
30,"tertiary","no",93,"yes","cellular","feb",146,4,"no"
33,"primary","no",-219,"yes","cellular","apr",64,1,"no"
49,"tertiary","no",20727,"no","cellular","nov",88,2,"no"
60,"secondary","no",1853,"no","cellular","feb",234,1,"yes"
32,"tertiary","no",972,"no","cellular","aug",297,4,"no"
38,"secondary","no",773,"yes","cellular","may",198,1,"no"
30,"secondary","no",3100,"yes","unknown","may",154,4,"no"
42,"secondary","no",1331,"no","cellular","jul",698,2,"no"
42,"tertiary","no",1206,"no","unknown","jun",136,4,"no"
49,"secondary","no",1838,"yes","cellular","jul",203,1,"no"
46,"secondary","no",1263,"yes","telephone","nov",220,2,"no"
41,"primary","no",-306,"yes","unknown","may",500,1,"yes"
32,"tertiary","no",0,"no","cellular","nov",80,1,"no"
55,"primary","no",96,"yes","unknown","may",311,2,"no"
42,"secondary","no",994,"yes","cellular","nov",227,3,"yes"
58,"secondary","no",7560,"no","cellular","aug",364,2,"no"
45,"tertiary","no",1033,"yes","cellular","may",177,1,"no"
52,"secondary","no",-12,"no","cellular","jul",136,5,"no"
36,"secondary","no",3321,"yes","telephone","nov",132,1,"no"
49,"secondary","no",653,"no","cellular","aug",317,2,"no"
48,"secondary","no",125,"no","cellular","aug",89,7,"no"
35,"tertiary","no",0,"no","cellular","aug",81,6,"no"
41,"secondary","no",0,"no","cellular","aug",438,2,"no"
36,"tertiary","no",289,"yes","cellular","aug",67,3,"no"
34,"tertiary","no",431,"no","cellular","jul",401,1,"no"
47,"secondary","no",440,"yes","unknown","jun",91,1,"no"
33,"primary","no",837,"yes","unknown","jun",250,8,"no"
46,"secondary","no",231,"yes","unknown","jun",117,1,"no"
36,"secondary","no",159,"no","cellular","feb",443,1,"no"
46,"secondary","no",49,"yes","unknown","may",96,3,"no"
54,"secondary","no",200,"no","cellular","jun",170,1,"yes"
49,"primary","no",953,"yes","unknown","may",278,2,"no"
56,"primary","no",173,"yes","telephone","jul",31,2,"no"
59,"secondary","no",437,"yes","telephone","may",73,4,"no"
60,"primary","no",1720,"no","telephone","aug",115,5,"no"
54,"unknown","no",217,"no","telephone","nov",110,2,"no"
21,"primary","no",423,"no","telephone","jan",287,5,"yes"
35,"tertiary","no",817,"yes","cellular","nov",12,5,"no"
28,"tertiary","no",290,"yes","telephone","nov",24,1,"no"
37,"secondary","no",103,"yes","cellular","jul",124,3,"no"
35,"tertiary","no",648,"no","cellular","jul",674,2,"no"
55,"tertiary","no",1402,"yes","cellular","nov",66,1,"no"
41,"secondary","no",-68,"yes","unknown","may",429,2,"no"
24,"secondary","yes",-1329,"yes","cellular","may",50,1,"no"
28,"primary","no",54,"yes","cellular","may",533,1,"yes"
30,"secondary","no",81,"yes","cellular","aug",121,6,"no"
38,"primary","no",2366,"yes","unknown","may",97,4,"no"
41,"secondary","no",393,"yes","cellular","jul",122,1,"no"
32,"secondary","no",523,"yes","unknown","may",116,5,"no"
34,"secondary","no",635,"yes","unknown","may",247,1,"no"
58,"tertiary","no",1257,"no","cellular","aug",1536,1,"yes"
31,"tertiary","no",573,"no","cellular","aug",138,2,"no"
53,"primary","no",4222,"no","unknown","jun",112,1,"no"
56,"tertiary","no",1654,"yes","cellular","jul",335,2,"no"
24,"secondary","no",330,"yes","cellular","may",326,1,"no"
50,"tertiary","no",813,"yes","cellular","jul",7,2,"no"
35,"tertiary","no",5367,"no","cellular","jun",80,1,"no"
43,"tertiary","no",724,"yes","unknown","may",138,1,"no"
38,"secondary","no",0,"no","cellular","jul",1473,6,"no"
29,"unknown","no",560,"no","cellular","apr",459,1,"yes"
43,"secondary","no",1413,"yes","telephone","jul",75,3,"no"
30,"tertiary","no",1785,"no","cellular","aug",108,2,"no"
30,"tertiary","no",699,"no","cellular","jan",396,1,"no"
46,"tertiary","no",2889,"yes","cellular","may",494,1,"yes"
29,"tertiary","no",-11,"yes","cellular","may",164,2,"no"
42,"secondary","no",56,"yes","unknown","may",215,1,"no"
36,"secondary","no",35,"no","cellular","feb",517,4,"no"
24,"secondary","no",547,"no","telephone","may",60,1,"no"
26,"primary","no",158,"no","cellular","jul",416,4,"no"
47,"primary","no",3451,"no","cellular","nov",125,2,"no"
42,"secondary","no",-256,"yes","cellular","apr",576,1,"no"
31,"tertiary","no",1144,"yes","cellular","nov",89,1,"no"
32,"secondary","no",145,"no","cellular","aug",135,2,"no"
27,"secondary","no",1492,"yes","unknown","may",67,13,"no"
37,"tertiary","no",1085,"no","cellular","aug",146,4,"no"
38,"tertiary","no",5073,"yes","cellular","jul",68,4,"no"
35,"secondary","no",-32,"no","cellular","aug",366,2,"yes"
56,"secondary","no",1350,"no","cellular","jun",211,1,"no"
35,"primary","no",0,"yes","cellular","jul",359,2,"no"
42,"tertiary","no",343,"no","cellular","aug",87,4,"no"
32,"secondary","no",356,"yes","cellular","jan",56,2,"no"
43,"tertiary","no",21510,"no","cellular","aug",248,2,"no"
37,"secondary","yes",-689,"no","unknown","jun",15,1,"no"
57,"tertiary","no",561,"no","unknown","jun",21,1,"no"
29,"secondary","no",-49,"yes","cellular","jul",210,1,"no"
41,"tertiary","no",15787,"no","cellular","jun",175,3,"no"
29,"primary","no",5,"no","cellular","jun",321,1,"yes"
47,"secondary","no",2524,"no","cellular","oct",105,1,"yes"
30,"tertiary","no",432,"yes","unknown","jun",180,3,"no"
39,"tertiary","no",0,"yes","cellular","feb",13,8,"no"
63,"secondary","no",1495,"no","cellular","oct",389,1,"yes"
30,"secondary","no",297,"yes","cellular","may",255,2,"no"
49,"primary","no",61,"yes","unknown","may",246,1,"no"
54,"secondary","no",2749,"yes","cellular","feb",341,2,"no"
60,"primary","no",0,"no","unknown","jun",201,1,"no"
32,"secondary","no",106,"yes","unknown","may",1224,8,"no"
39,"secondary","no",327,"yes","unknown","may",244,1,"no"
46,"secondary","no",6215,"no","unknown","jun",155,1,"no"
32,"secondary","yes",130,"no","unknown","jun",406,2,"no"
40,"secondary","no",50,"no","cellular","aug",63,6,"no"
33,"secondary","no",781,"yes","cellular","may",201,1,"no"
44,"secondary","no",-88,"yes","unknown","may",600,2,"no"
85,"primary","no",1255,"no","cellular","jan",233,3,"yes"
31,"secondary","no",99,"yes","cellular","nov",125,1,"no"
31,"secondary","no",779,"yes","cellular","apr",219,2,"no"
27,"secondary","no",15,"no","cellular","jul",177,1,"no"
51,"primary","no",4711,"no","unknown","jun",253,1,"no"
61,"secondary","no",3114,"no","cellular","nov",381,1,"yes"
41,"tertiary","no",0,"yes","cellular","jul",122,5,"no"
26,"tertiary","no",685,"yes","unknown","may",346,2,"no"
50,"secondary","no",376,"no","cellular","aug",142,3,"no"
51,"secondary","no",1153,"yes","cellular","apr",76,5,"no"
31,"secondary","no",1803,"yes","telephone","may",350,8,"no"
50,"secondary","no",1687,"no","cellular","aug",205,5,"no"
36,"secondary","no",295,"no","cellular","aug",129,6,"no"
34,"unknown","yes",-353,"yes","unknown","may",328,1,"no"
30,"tertiary","no",1541,"no","cellular","aug",471,8,"yes"
26,"secondary","no",1187,"no","unknown","nov",44,1,"no"
33,"tertiary","no",640,"no","cellular","jul",318,1,"no"
40,"secondary","no",306,"yes","unknown","may",184,2,"no"
45,"secondary","no",3092,"yes","cellular","may",180,2,"no"
35,"secondary","no",404,"yes","unknown","may",539,1,"yes"
51,"primary","no",462,"yes","cellular","aug",164,2,"no"
25,"secondary","no",55,"yes","unknown","may",217,1,"no"
42,"secondary","no",688,"no","cellular","aug",38,2,"no"
54,"secondary","no",282,"yes","unknown","may",154,1,"no"
58,"primary","no",65,"no","unknown","jun",162,1,"no"
42,"primary","no",401,"yes","cellular","jul",581,4,"no"
39,"secondary","no",7711,"yes","cellular","jul",289,1,"no"
33,"tertiary","no",2904,"no","cellular","nov",42,1,"no"
28,"secondary","no",0,"yes","cellular","may",47,1,"no"
32,"secondary","no",187,"yes","cellular","jul",90,2,"no"
